Facility Name,Site Address,Facility Type,Last Inspection Date,Inspection Result,url_entity_partial,category,url_entity_full
Pizza Hot Pizza,19-3899 Trelawny Cir Mississauga ON L5N 6S4,Food Take Out,2024-05-01,,location.href = '/Portal/Facility/Details/d3bbbd00-da82-494f-be9a-293bc102e71d' ,Food,https://rmop.hedgerowsoftware.com/Portal/Facility/Details/d3bbbd00-da82-494f-be9a-293bc102e71d
Pizza Hut,C-14A-6435 Erin Mills Pky Mississauga ON,Food Take Out,2024-01-26,,location.href = '/Portal/Facility/Details/a32e2b14-d165-4981-abce-1a7d1ca9ecb7' ,Food,https://rmop.hedgerowsoftware.com/Portal/Facility/Details/a32e2b14-d165-4981-abce-1a7d1ca9ecb7
Pizza Hut,94 Sandalwood Pky E Brampton ON L6Z 4R5,Restaurant,2024-04-15,,location.href = '/Portal/Facility/Details/d18c9129-b65d-4369-a06f-182ba6187f28' ,Food,https://rmop.hedgerowsoftware.com/Portal/Facility/Details/d18c9129-b65d-4369-a06f-182ba6187f28
Pizza Hut,848 Burnhamthorpe Rd W Mississauga ON L5C 2S3,Restaurant,2024-01-25,,location.href = '/Portal/Facility/Details/c71cf38c-14ce-4244-8d19-0bea00e666c8' ,Food,https://rmop.hedgerowsoftware.com/Portal/Facility/Details/c71cf38c-14ce-4244-8d19-0bea00e666c8
Pizza Hut,M5-9045 Airport Rd Brampton ON L6S 0B8,Food Take Out,2023-10-31,,location.href = '/Portal/Facility/Details/804e3d58-e9bb-41ef-91ba-3bdc44d0001e' ,Food,https://rmop.hedgerowsoftware.com/Portal/Facility/Details/804e3d58-e9bb-41ef-91ba-3bdc44d0001e
Pizza Hut,41-3470 Platinum Dr Mississauga ON L5M 7N4,Food Take Out,2023-06-30,,location.href = '/Portal/Facility/Details/2ab84cad-1898-4767-8d17-570cc556e27f' ,Food,https://rmop.hedgerowsoftware.com/Portal/Facility/Details/2ab84cad-1898-4767-8d17-570cc556e27f
Pizza Hut,D111-1900 Fowler Dr Mississauga ON L5K 0A1,Food Take Out,2024-02-06,,location.href = '/Portal/Facility/Details/f160fb86-7fa9-4a5a-a1f6-a63a083c1a3f' ,Food,https://rmop.hedgerowsoftware.com/Portal/Facility/Details/f160fb86-7fa9-4a5a-a1f6-a63a083c1a3f
Pizza Hut,B-4B1-925 Rathburn Rd E Mississauga ON L4W 4C3,Food Take Out,2024-04-11,,location.href = '/Portal/Facility/Details/93923b98-8017-4042-9dbf-61de40fe6eba' ,Food,https://rmop.hedgerowsoftware.com/Portal/Facility/Details/93923b98-8017-4042-9dbf-61de40fe6eba
Pizza Hut,38A-295 Queen St E Brampton Ontario L6W 3R1,Food Take Out,2024-02-09,,location.href = '/Portal/Facility/Details/b8a6e58b-53d7-4511-9097-7cf83393d9cc' ,Food,https://rmop.hedgerowsoftware.com/Portal/Facility/Details/b8a6e58b-53d7-4511-9097-7cf83393d9cc
Pizza Hut,2-334 Queen St S Bolton ON L7E 4Z8,Restaurant,2024-01-15,,location.href = '/Portal/Facility/Details/3ccd60cd-3aed-417e-b6a8-7c28a097fdca' ,Food,https://rmop.hedgerowsoftware.com/Portal/Facility/Details/3ccd60cd-3aed-417e-b6a8-7c28a097fdca
Pizza Hut,1 Bartley Bull Pky Brampton ON L6W 2J3,Restaurant,2023-11-21,,location.href = '/Portal/Facility/Details/39ad0e1b-5c8a-47b3-8fbb-7eefc739fd4d' ,Food,https://rmop.hedgerowsoftware.com/Portal/Facility/Details/39ad0e1b-5c8a-47b3-8fbb-7eefc739fd4d
Pizza Hut,1-289 Dundas St E Mississauga ON L5A 1X1,Food Take Out,2023-12-05,,location.href = '/Portal/Facility/Details/ee346570-583f-4029-9225-bd08da8b3892' ,Food,https://rmop.hedgerowsoftware.com/Portal/Facility/Details/ee346570-583f-4029-9225-bd08da8b3892
Pizza Hut,329 Lakeshore Rd E Mississauga ON L5G 1H3,Food Take Out,2024-01-18,,location.href = '/Portal/Facility/Details/0983300b-d1f1-45fa-a00c-d3ace5cee893' ,Food,https://rmop.hedgerowsoftware.com/Portal/Facility/Details/0983300b-d1f1-45fa-a00c-d3ace5cee893
Pizza Hut,1-1525 Bristol Rd W Mississauga ON L5M 3Z1,Food Take Out,2024-04-29,,location.href = '/Portal/Facility/Details/4d6703d1-de78-4ad5-8106-cd9a9c2dbcb5' ,Food,https://rmop.hedgerowsoftware.com/Portal/Facility/Details/4d6703d1-de78-4ad5-8106-cd9a9c2dbcb5
Pizza Hut,12-10088 McLaughlin Rd Brampton ON L6X 1Z1,Food Take Out,2023-11-06,,location.href = '/Portal/Facility/Details/59e267e9-477a-4ac5-9c5a-f746abe7f6ad' ,Food,https://rmop.hedgerowsoftware.com/Portal/Facility/Details/59e267e9-477a-4ac5-9c5a-f746abe7f6ad
Pizza Hut,16057 Airport Rd Caledon East ON L7C 1K4,Food Take Out,2024-05-02,,location.href = '/Portal/Facility/Details/442cdb2c-dba2-44aa-869b-f39ef164f702' ,Food,https://rmop.hedgerowsoftware.com/Portal/Facility/Details/442cdb2c-dba2-44aa-869b-f39ef164f702
Pizza Hut,101-9990 The Gore Rd Brampton ON,Food Take Out,2023-08-04,,location.href = '/Portal/Facility/Details/ccff0197-c6a1-413f-a372-e97da4e49df9' ,Food,https://rmop.hedgerowsoftware.com/Portal/Facility/Details/ccff0197-c6a1-413f-a372-e97da4e49df9
Pizza Karachi,17-3960 Eglinton Ave W Mississauga ON L5M 2R9,Restaurant,2023-11-30,,location.href = '/Portal/Facility/Details/c7d405de-1554-42fe-baf6-acb752c1f020' ,Food,https://rmop.hedgerowsoftware.com/Portal/Facility/Details/c7d405de-1554-42fe-baf6-acb752c1f020
Pizza Karachi,104-812 Britannia Rd W Mississauga ON L5V 0A6,Food Take Out,2024-01-23,,location.href = '/Portal/Facility/Details/1881bf27-81dd-4f99-9415-42ea8c70b2c6' ,Food,https://rmop.hedgerowsoftware.com/Portal/Facility/Details/1881bf27-81dd-4f99-9415-42ea8c70b2c6
Pizza King & Pasta,10-511 Ray Lawson Blvd Brampton ON L6Y 0N2,Restaurant,2024-04-18,,location.href = '/Portal/Facility/Details/f2e83369-74b0-473c-b10d-0ae2dcfc338b' ,Food,https://rmop.hedgerowsoftware.com/Portal/Facility/Details/f2e83369-74b0-473c-b10d-0ae2dcfc338b
Pizza Machine,8-2 Philosophers Trail Brampton ON L6S 4C9,Food Take Out,2024-05-01,,location.href = '/Portal/Facility/Details/203cf51e-bd4f-431d-82ba-8015cc026303' ,Food,https://rmop.hedgerowsoftware.com/Portal/Facility/Details/203cf51e-bd4f-431d-82ba-8015cc026303
Pizza Mart,11-4550 Ebenezer Rd Brampton ON L6P 2R2,Food Take Out,,,location.href = '/Portal/Facility/Details/a38cadf1-9c26-4591-8471-f74734c9c6d2' ,Food,https://rmop.hedgerowsoftware.com/Portal/Facility/Details/a38cadf1-9c26-4591-8471-f74734c9c6d2
Pizza Nostra,362 Lakeshore Rd W Mississauga ON L5H 1H3,Food Take Out,2023-08-18,,location.href = '/Portal/Facility/Details/127f8fe9-aac7-4512-9bda-8abbd56280ca' ,Food,https://rmop.hedgerowsoftware.com/Portal/Facility/Details/127f8fe9-aac7-4512-9bda-8abbd56280ca
Pizza Nova,5-6040 Glen Erin Dr Mississauga ON L5N 3M4,Food Take Out,2024-01-04,,location.href = '/Portal/Facility/Details/f0060511-dc15-4982-bd2f-8e847163ea81' ,Food,https://rmop.hedgerowsoftware.com/Portal/Facility/Details/f0060511-dc15-4982-bd2f-8e847163ea81
Pizza Nova,1020 Canadian Pl Mississauga ON L4W 1J9,Restaurant,2023-10-19,,location.href = '/Portal/Facility/Details/f59187e6-c160-432f-aca3-990cca493183' ,Food,https://rmop.hedgerowsoftware.com/Portal/Facility/Details/f59187e6-c160-432f-aca3-990cca493183
Pizza Nova,425 Burnhamthorpe Rd W Mississauga ON L5B 0J5,Food Take Out,2024-04-03,,location.href = '/Portal/Facility/Details/b2ea12f4-2283-4e8c-ae70-ad88f9d3efde' ,Food,https://rmop.hedgerowsoftware.com/Portal/Facility/Details/b2ea12f4-2283-4e8c-ae70-ad88f9d3efde
Pizza Nova,6-10045 Hurontario St Brampton ON L6Z 0E6,Food Take Out,2024-03-13,,location.href = '/Portal/Facility/Details/7de93be0-3512-440a-873f-85558f08178a' ,Food,https://rmop.hedgerowsoftware.com/Portal/Facility/Details/7de93be0-3512-440a-873f-85558f08178a
Pizza Nova,A-1211 Hurontario St Mississauga ON L5G 3H2,Restaurant,2024-01-23,,location.href = '/Portal/Facility/Details/b91432d5-50b0-4232-be07-71c3849046ee' ,Food,https://rmop.hedgerowsoftware.com/Portal/Facility/Details/b91432d5-50b0-4232-be07-71c3849046ee
Pizza Nova,113-2260 Bovaird Dr E Brampton ON L6R 3J5,Food Take Out,2024-02-29,,location.href = '/Portal/Facility/Details/8467c7b9-9af4-47d4-880e-6f9619b0393d' ,Food,https://rmop.hedgerowsoftware.com/Portal/Facility/Details/8467c7b9-9af4-47d4-880e-6f9619b0393d
Pizza Nova,755 Dundas St W Mississauga ON L5C 3R6,Food Take Out,2024-01-31,,location.href = '/Portal/Facility/Details/6bc90e20-25a3-4f69-a960-067fd1e17bcf' ,Food,https://rmop.hedgerowsoftware.com/Portal/Facility/Details/6bc90e20-25a3-4f69-a960-067fd1e17bcf
Pizza Nova,7A-3100 Dixie Rd Mississauga ON L4Y 2A6,Food Take Out,2024-03-25,,location.href = '/Portal/Facility/Details/d76e5db8-4e9a-41cc-9600-28ea221f58aa' ,Food,https://rmop.hedgerowsoftware.com/Portal/Facility/Details/d76e5db8-4e9a-41cc-9600-28ea221f58aa
Pizza Nova,5-7235 Bellshire Gt Mississauga ON L5N 8A2,Food Take Out,2024-02-09,,location.href = '/Portal/Facility/Details/62295256-1a81-4dc1-88b7-28afad9af690' ,Food,https://rmop.hedgerowsoftware.com/Portal/Facility/Details/62295256-1a81-4dc1-88b7-28afad9af690
Pizza Nova,4-1744 Lakeshore Rd W Mississauga ON L5J 4N8,Food Take Out,2024-02-01,,location.href = '/Portal/Facility/Details/862a713c-faab-4540-bfb2-33a695a6b792' ,Food,https://rmop.hedgerowsoftware.com/Portal/Facility/Details/862a713c-faab-4540-bfb2-33a695a6b792
Pizza Nova,3-256 Queen St S Caledon ON L7E 4T7,Food Take Out,2023-12-14,,location.href = '/Portal/Facility/Details/77ba3f42-39f7-4390-af81-377607b16d71' ,Food,https://rmop.hedgerowsoftware.com/Portal/Facility/Details/77ba3f42-39f7-4390-af81-377607b16d71
Pizza Nova,B5-6970 Lisgar Dr Mississauga ON L5N 6V7,Food Take Out,2024-02-07,,location.href = '/Portal/Facility/Details/147cacb0-30ee-4012-b696-2f862c8be1dd' ,Food,https://rmop.hedgerowsoftware.com/Portal/Facility/Details/147cacb0-30ee-4012-b696-2f862c8be1dd
Pizza Nova,4-2400 Dundas St W Mississauga ON L5K 2R8,Food Take Out,2024-03-27,,location.href = '/Portal/Facility/Details/950b9a05-2add-486e-ad8a-f6908ca9610b' ,Food,https://rmop.hedgerowsoftware.com/Portal/Facility/Details/950b9a05-2add-486e-ad8a-f6908ca9610b
Pizza Nova,13-80 Clementine Dr Brampton ON L6Y 0L8,Food Take Out,2024-01-24,,location.href = '/Portal/Facility/Details/0b26b52f-9b6a-4924-af11-ebb8741e2677' ,Food,https://rmop.hedgerowsoftware.com/Portal/Facility/Details/0b26b52f-9b6a-4924-af11-ebb8741e2677
Pizza Nova,17A-660 Eglinton Ave W Mississauga ON L5R 3V2,Food Take Out,2024-03-08,,location.href = '/Portal/Facility/Details/c0222a5c-7c50-43be-bd1a-cb4be9a3de44' ,Food,https://rmop.hedgerowsoftware.com/Portal/Facility/Details/c0222a5c-7c50-43be-bd1a-cb4be9a3de44
Pizza Nova,A-14-10886 Hurontario St Brampton ON L7A 3R9,Restaurant,2024-01-10,,location.href = '/Portal/Facility/Details/654245c0-6281-49d4-af2a-c8ebcda3e0f5' ,Food,https://rmop.hedgerowsoftware.com/Portal/Facility/Details/654245c0-6281-49d4-af2a-c8ebcda3e0f5
Pizza Nova,400 Steeles Ave Brampton ON L6W 3R2,Restaurant,2023-10-25,,location.href = '/Portal/Facility/Details/9b52f88a-7afd-433a-9a9c-ce6ad4efa142' ,Food,https://rmop.hedgerowsoftware.com/Portal/Facility/Details/9b52f88a-7afd-433a-9a9c-ce6ad4efa142
Pizza Nova,16-3975 Cottrelle Blvd Brampton ON L6P 2P9,Restaurant,2024-01-10,,location.href = '/Portal/Facility/Details/8ddb7c15-8472-49f3-aa08-d55dfea40045' ,Food,https://rmop.hedgerowsoftware.com/Portal/Facility/Details/8ddb7c15-8472-49f3-aa08-d55dfea40045
Pizza Nova,4-14 Lisa St Brampton ON L6T 4W2,Restaurant,2024-02-29,,location.href = '/Portal/Facility/Details/95e1631d-b36f-4b32-b5c5-d8a684033883' ,Food,https://rmop.hedgerowsoftware.com/Portal/Facility/Details/95e1631d-b36f-4b32-b5c5-d8a684033883
Pizza Nova,7-10 Earlsbridge Blvd Brampton ON L7A 2L8,Food Take Out,2023-09-22,,location.href = '/Portal/Facility/Details/b713df76-7d44-4bd5-ac77-b38c68875791' ,Food,https://rmop.hedgerowsoftware.com/Portal/Facility/Details/b713df76-7d44-4bd5-ac77-b38c68875791
Pizza Nova,13-4099 Erin Mills Pky Mississauga ON L5L 3P9,Food Take Out,2023-11-24,,location.href = '/Portal/Facility/Details/1e831786-cbfd-46a4-a31e-bef7b5fd5164' ,Food,https://rmop.hedgerowsoftware.com/Portal/Facility/Details/1e831786-cbfd-46a4-a31e-bef7b5fd5164
Pizza Nova # 52,1-3417 Derry Rd E Mississauga ON L4T 1A8,Restaurant,2024-02-12,,location.href = '/Portal/Facility/Details/86f42c9c-91c2-4eeb-b0b1-92306460100a' ,Food,https://rmop.hedgerowsoftware.com/Portal/Facility/Details/86f42c9c-91c2-4eeb-b0b1-92306460100a
Pizza Pizza,15-55 Mountainash Rd Brampton ON L6R 1W4,Restaurant,2023-07-31,,location.href = '/Portal/Facility/Details/f817c954-16c8-4638-aca0-9897c7bf41d3' ,Food,https://rmop.hedgerowsoftware.com/Portal/Facility/Details/f817c954-16c8-4638-aca0-9897c7bf41d3
Pizza Pizza,1B-4120 Dixie Rd Mississauga ON L4W 4V8,Food Take Out,2024-04-16,,location.href = '/Portal/Facility/Details/018cf221-4369-4c3f-a0df-9847345e3e01' ,Food,https://rmop.hedgerowsoftware.com/Portal/Facility/Details/018cf221-4369-4c3f-a0df-9847345e3e01
Pizza Pizza,16-295 Eglinton Ave Mississauga ON L4Z 3K6,Food Take Out,2024-03-12,,location.href = '/Portal/Facility/Details/d7eff7a1-19fe-475a-86d4-9830769ab155' ,Food,https://rmop.hedgerowsoftware.com/Portal/Facility/Details/d7eff7a1-19fe-475a-86d4-9830769ab155
Pizza Pizza,17-1 Queensgate Blvd Caledon ON L7E 3C3,Food Take Out,2023-12-08,,location.href = '/Portal/Facility/Details/b25f22dc-73e9-4267-a66a-8f6335702553' ,Food,https://rmop.hedgerowsoftware.com/Portal/Facility/Details/b25f22dc-73e9-4267-a66a-8f6335702553
Pizza Pizza,15 Montpelier St Brampton ON L6Y 0C3,Restaurant,2023-10-10,,location.href = '/Portal/Facility/Details/918492a9-c1ba-4f46-855c-8d6eb7a66eb6' ,Food,https://rmop.hedgerowsoftware.com/Portal/Facility/Details/918492a9-c1ba-4f46-855c-8d6eb7a66eb6
Pizza Pizza,1-114 Lakeshore Rd E Mississauga ON L5G 1E4,Food Take Out,2024-02-22,,location.href = '/Portal/Facility/Details/688514cf-1b36-4d85-b5dd-8a33e6d33139' ,Food,https://rmop.hedgerowsoftware.com/Portal/Facility/Details/688514cf-1b36-4d85-b5dd-8a33e6d33139
Pizza Pizza,1093 Dundas St W Missisauga ON L5C 1C4,Restaurant,,,location.href = '/Portal/Facility/Details/8baf36c1-200e-49ae-82cf-a5d6c65d4ccf' ,Food,https://rmop.hedgerowsoftware.com/Portal/Facility/Details/8baf36c1-200e-49ae-82cf-a5d6c65d4ccf
Pizza Pizza,2-320 Main St N Brampton ON L6V 4A3,Restaurant,2023-11-20,,location.href = '/Portal/Facility/Details/eadd36e5-5017-4765-8e2b-a2d0776b4cf2' ,Food,https://rmop.hedgerowsoftware.com/Portal/Facility/Details/eadd36e5-5017-4765-8e2b-a2d0776b4cf2
Pizza Pizza,267 Queen St E Brampton ON L6W 2C2,Restaurant,2024-03-06,,location.href = '/Portal/Facility/Details/6b542939-519c-4baf-b73b-9c40356e838b' ,Food,https://rmop.hedgerowsoftware.com/Portal/Facility/Details/6b542939-519c-4baf-b73b-9c40356e838b
Pizza Pizza,16-2273 Dundas St W Mississauga ON L5K 2L8,Food Take Out,2024-02-13,,location.href = '/Portal/Facility/Details/89a9d484-270f-4ea6-9453-6b5d0c013be4' ,Food,https://rmop.hedgerowsoftware.com/Portal/Facility/Details/89a9d484-270f-4ea6-9453-6b5d0c013be4
Pizza Pizza,150 Great Lakes Dr Brampton ON L6R 2K7,Restaurant,2024-02-07,,location.href = '/Portal/Facility/Details/611cd51b-1b43-4553-9c9e-67c31afe949d' ,Food,https://rmop.hedgerowsoftware.com/Portal/Facility/Details/611cd51b-1b43-4553-9c9e-67c31afe949d
Pizza Pizza,11005 Hurontario St Brampton ON L6T 4S1,Restaurant,2023-11-16,,location.href = '/Portal/Facility/Details/f8f34599-c8ec-4299-a1c5-63a45fadb10d' ,Food,https://rmop.hedgerowsoftware.com/Portal/Facility/Details/f8f34599-c8ec-4299-a1c5-63a45fadb10d
Pizza Pizza,10-164 Sandalwood Pky E Brampton ON L6Z 3S4,Food Take Out,2024-03-20,,location.href = '/Portal/Facility/Details/5f2ab0ab-94e5-4da8-b757-70d4c4271477' ,Food,https://rmop.hedgerowsoftware.com/Portal/Facility/Details/5f2ab0ab-94e5-4da8-b757-70d4c4271477
Pizza Pizza,21-545 Steeles Ave W Brampton ON L6Y 4E7,Food Take Out,2023-11-02,,location.href = '/Portal/Facility/Details/1fe60e6e-c2eb-4e5d-998d-823b530e88cd' ,Food,https://rmop.hedgerowsoftware.com/Portal/Facility/Details/1fe60e6e-c2eb-4e5d-998d-823b530e88cd
Pizza Pizza,1-8975 Chinguacousy Rd Brampton ON L6Y 0B7,Food Take Out,2023-10-10,,location.href = '/Portal/Facility/Details/b64c9b90-9e05-4b80-b966-82543ae54b4d' ,Food,https://rmop.hedgerowsoftware.com/Portal/Facility/Details/b64c9b90-9e05-4b80-b966-82543ae54b4d
Pizza Pizza,10960 Airport Rd Brampton ON,Food Take Out,2024-04-08,,location.href = '/Portal/Facility/Details/e8e6a52c-3340-40c8-8810-7bb6228e7d54' ,Food,https://rmop.hedgerowsoftware.com/Portal/Facility/Details/e8e6a52c-3340-40c8-8810-7bb6228e7d54
Pizza Pizza,194 Main St S Brampton ON L6W 1P1,Restaurant,2023-11-01,,location.href = '/Portal/Facility/Details/c8111fff-9b5e-4b18-a7c1-361864db3ca3' ,Food,https://rmop.hedgerowsoftware.com/Portal/Facility/Details/c8111fff-9b5e-4b18-a7c1-361864db3ca3
Pizza Pizza,A007-2690 Erin Centre Blvd Mississauga ON L5M 5P5,Restaurant,2024-03-20,,location.href = '/Portal/Facility/Details/44be85ee-6f7c-4e3f-abb1-3b6dbd7ed7ec' ,Food,https://rmop.hedgerowsoftware.com/Portal/Facility/Details/44be85ee-6f7c-4e3f-abb1-3b6dbd7ed7ec
Pizza Pizza,10-9465 Mississauga Rd Brampton ON L6X 0B3,Food Take Out,2024-02-14,,location.href = '/Portal/Facility/Details/6d1a0446-34a7-4771-8ed3-3d32ac8b8f00' ,Food,https://rmop.hedgerowsoftware.com/Portal/Facility/Details/6d1a0446-34a7-4771-8ed3-3d32ac8b8f00
Pizza Pizza,1093 Dundas St W Mississauga ON L5C 1C4,Restaurant,,,location.href = '/Portal/Facility/Details/64195844-0ca3-4a79-a6f4-3a3b7528c098' ,Food,https://rmop.hedgerowsoftware.com/Portal/Facility/Details/64195844-0ca3-4a79-a6f4-3a3b7528c098
PIzza Pizza,1093 Dundas St W Mississauga ON L5C 1C4,Restaurant,2024-04-02,,location.href = '/Portal/Facility/Details/2115fffb-80f6-486e-8c7b-41c1e471aaab' ,Food,https://rmop.hedgerowsoftware.com/Portal/Facility/Details/2115fffb-80f6-486e-8c7b-41c1e471aaab
Pizza Pizza,4-6277 Mississauga Rd Mississauga ON L5N 1A5,Restaurant,2023-10-24,,location.href = '/Portal/Facility/Details/8fbb267a-e311-4b66-86ce-4459e7043b13' ,Food,https://rmop.hedgerowsoftware.com/Portal/Facility/Details/8fbb267a-e311-4b66-86ce-4459e7043b13
Pizza Pizza,1585 Mississauga Valley Blvd Mississauga ON L5A 3W9,Restaurant,2023-08-25,,location.href = '/Portal/Facility/Details/64482a39-1591-49a5-9e0e-5961c1ac36ed' ,Food,https://rmop.hedgerowsoftware.com/Portal/Facility/Details/64482a39-1591-49a5-9e0e-5961c1ac36ed
Pizza Pizza,100-101-6065 Creditview Rd Mississauga ON L5V 2A8,Restaurant,2024-04-05,,location.href = '/Portal/Facility/Details/c792bc51-06aa-4875-962b-2a10dc482502' ,Food,https://rmop.hedgerowsoftware.com/Portal/Facility/Details/c792bc51-06aa-4875-962b-2a10dc482502
Pizza Pizza,B-1403 Dundas St E Mississauga ON L4X 1L3,Restaurant,2024-01-12,,location.href = '/Portal/Facility/Details/4430514f-ebaa-4820-afac-2b1bdfa8a4a2' ,Food,https://rmop.hedgerowsoftware.com/Portal/Facility/Details/4430514f-ebaa-4820-afac-2b1bdfa8a4a2
Pizza Pizza,D1-17 Worthington Ave Brampton ON L7A 2Y7,Restaurant,2024-02-21,,location.href = '/Portal/Facility/Details/0f446723-97d8-4b53-89e5-25982df8332c' ,Food,https://rmop.hedgerowsoftware.com/Portal/Facility/Details/0f446723-97d8-4b53-89e5-25982df8332c
Pizza Pizza,9-10-3918 Cottrelle Blvd Brampton ON L6P 2R1,Restaurant,2024-03-04,,location.href = '/Portal/Facility/Details/3a1b0148-86b4-4b9a-a846-c2d187b0c1dd' ,Food,https://rmop.hedgerowsoftware.com/Portal/Facility/Details/3a1b0148-86b4-4b9a-a846-c2d187b0c1dd
Pizza Pizza,10-980 Central Park Dr Brampton ON L6S 3L7,Restaurant,2023-12-13,,location.href = '/Portal/Facility/Details/dde2c7a3-4128-4dcc-a986-bb358386cfd2' ,Food,https://rmop.hedgerowsoftware.com/Portal/Facility/Details/dde2c7a3-4128-4dcc-a986-bb358386cfd2
Pizza Pizza,34 Avondale Blvd Brampton ON L6T 1M3,Food Take Out,2024-04-24,,location.href = '/Portal/Facility/Details/5d2ef475-598e-4644-bb8c-dbb9a2e2527f' ,Food,https://rmop.hedgerowsoftware.com/Portal/Facility/Details/5d2ef475-598e-4644-bb8c-dbb9a2e2527f
Pizza Pizza,11-2760 Derry Rd W Mississauga ON L5N 3N5,Food Take Out,2024-03-27,,location.href = '/Portal/Facility/Details/032afaf1-009d-469e-b7e5-dc33546a5c91' ,Food,https://rmop.hedgerowsoftware.com/Portal/Facility/Details/032afaf1-009d-469e-b7e5-dc33546a5c91
Pizza Pizza,13-14-2500 Hurontario St Mississauga ON L5A 2G6,Food Take Out,2024-01-29,,location.href = '/Portal/Facility/Details/ce736bbb-bb5f-48f2-8a50-dca92937458d' ,Food,https://rmop.hedgerowsoftware.com/Portal/Facility/Details/ce736bbb-bb5f-48f2-8a50-dca92937458d
Pizza Pizza,2255 Erin Mills Pky Mississauga ON L5K 1T9,Restaurant,2024-04-19,,location.href = '/Portal/Facility/Details/9ab675a7-f3ff-4a44-89a1-c974246d8970' ,Food,https://rmop.hedgerowsoftware.com/Portal/Facility/Details/9ab675a7-f3ff-4a44-89a1-c974246d8970
Pizza Pizza,A10-1250 Eglinton Ave W Mississauga ON L5V 1N3,Restaurant,2023-11-24,,location.href = '/Portal/Facility/Details/38ee565a-55cf-47a4-9444-ed14d0b4edee' ,Food,https://rmop.hedgerowsoftware.com/Portal/Facility/Details/38ee565a-55cf-47a4-9444-ed14d0b4edee
Pizza Pizza,Bldg B7-7070 McLaughlin Rd Mississauga ON L5W 1W7,Restaurant,2023-01-26,,location.href = '/Portal/Facility/Details/78b9a9b7-1760-4b55-a225-f342b66e46d6' ,Food,https://rmop.hedgerowsoftware.com/Portal/Facility/Details/78b9a9b7-1760-4b55-a225-f342b66e46d6
Pizza Pizza,10-6550 Meadowvale Town Centre Cir Mississauga ON L5N 2R5,Restaurant,2024-02-22,,location.href = '/Portal/Facility/Details/f6789dfc-7086-412b-a2e2-e5c7197d2a7a' ,Food,https://rmop.hedgerowsoftware.com/Portal/Facility/Details/f6789dfc-7086-412b-a2e2-e5c7197d2a7a
Pizza Pizza,707 Lakeshore Rd E Mississauga ON L5G 1J7,Food Take Out,2024-03-14,,location.href = '/Portal/Facility/Details/ed1283f6-d49a-4ee3-83d5-e58952f4d787' ,Food,https://rmop.hedgerowsoftware.com/Portal/Facility/Details/ed1283f6-d49a-4ee3-83d5-e58952f4d787
Pizza Pizza,710 Burnhamthorpe Rd E Mississauga ON L4Y 2X3,Restaurant,2023-09-29,,location.href = '/Portal/Facility/Details/dc193d00-6b6a-4695-8012-e3943231a4f0' ,Food,https://rmop.hedgerowsoftware.com/Portal/Facility/Details/dc193d00-6b6a-4695-8012-e3943231a4f0
Pizza Pizza,11795 Bramalea Rd Brampton ON L6R 3S9,Food Take Out,2024-04-04,,location.href = '/Portal/Facility/Details/df10052a-e3b7-4820-965c-fc1affe81129' ,Food,https://rmop.hedgerowsoftware.com/Portal/Facility/Details/df10052a-e3b7-4820-965c-fc1affe81129
Pizza Pizza,17-19-1375 Southdown Rd Mississauga ON L5J 2Z1,Restaurant,2023-11-20,,location.href = '/Portal/Facility/Details/d95d1623-c948-4efb-81ec-fb0875a2d4e9' ,Food,https://rmop.hedgerowsoftware.com/Portal/Facility/Details/d95d1623-c948-4efb-81ec-fb0875a2d4e9
